indicator,County,Year,subgroup1,subgroup_cat1,subgroup2,subgroup_cat2,aaRate10K,aaRate10Kpy,count,cRate10K,cRate10Kpy,dailyMean
Hospitalizations,Dutchess,2009-2011,AgeGroup,35+,Total,,70.697,23.5658,1239,73.94,24.647,1.132
Hospitalizations,Dutchess,2010-2012,AgeGroup,35+,Total,,71.373,23.7909,1282,76.22,25.407,1.17
Hospitalizations,Dutchess,2011-2013,AgeGroup,35+,Total,,70.44,23.4799,1291,76.51,25.503,1.178
Hospitalizations,Dutchess,2012-2014,AgeGroup,35+,Total,,75.286,25.0953,1415,83.68,27.892,1.291
Hospitalizations,Dutchess,2013-2015,AgeGroup,35+,Total,,76.775,25.5917,1465,86.39,28.797,1.338
Hospitalizations,Dutchess,2014-2016,AgeGroup,35+,Total,,78.07,26.0234,1515,89.15,29.716,1.382
Hospitalizations,Dutchess,2015-2017,AgeGroup,35+,Total,,80.212,26.7373,1581,92.71,30.904,1.443
Hospitalizations,Dutchess,2016-2018,AgeGroup,35+,Total,,78.9,26.3001,1587,92.66,30.888,1.448
Hospitalizations,Erie,2000-2002,AgeGroup,35+,Total,,144.981,48.3269,8403,161.84,53.946,7.667
Hospitalizations,Erie,2000-2018,AgeGroup,35+,Total,,684.868,36.0457,41126,795.86,41.887,5.926
Hospitalizations,Erie,2001-2003,AgeGroup,35+,Total,,147.534,49.178,8608,165.57,55.19,7.861
Hospitalizations,Erie,2002-2004,AgeGroup,35+,Total,,142.027,47.3422,8333,160.2,53.399,7.603
Hospitalizations,Erie,2003-2005,AgeGroup,35+,Total,,132.549,44.183,7814,150.24,50.081,7.13
Hospitalizations,Erie,2004-2006,AgeGroup,35+,Total,,121.262,40.4206,7156,137.68,45.894,6.529
Hospitalizations,Erie,2005-2007,AgeGroup,35+,Total,,112.413,37.471,6652,128.19,42.73,6.075
Hospitalizations,Erie,2006-2008,AgeGroup,35+,Total,,105.57,35.1899,6265,120.96,40.32,5.716
Hospitalizations,Erie,2007-2009,AgeGroup,35+,Total,,98.953,32.9843,5907,114.32,38.108,5.39
Hospitalizations,Erie,2008-2010,AgeGroup,35+,Total,,97.106,32.3688,5833,113.09,37.697,5.322
Hospitalizations,Erie,2009-2011,AgeGroup,35+,Total,,93.232,31.0772,5631,109.36,36.454,5.142
Hospitalizations,Erie,2010-2012,AgeGroup,35+,Total,,93.808,31.2694,5701,110.87,36.956,5.202
Hospitalizations,Erie,2011-2013,AgeGroup,35+,Total,,90.681,30.2269,5538,107.83,35.944,5.053
Hospitalizations,Erie,2012-2014,AgeGroup,35+,Total,,90.675,30.225,5560,108.28,36.094,5.073
Hospitalizations,Erie,2013-2015,AgeGroup,35+,Total,,89.736,29.9119,5480,106.67,35.556,5.005
Hospitalizations,Erie,2014-2016,AgeGroup,35+,Total,,90.993,30.3309,5578,108.5,36.167,5.089
Hospitalizations,Erie,2015-2017,AgeGroup,35+,Total,,91.707,30.5691,5637,109.51,36.503,5.143
Hospitalizations,Erie,2016-2018,AgeGroup,35+,Total,,91.161,30.3871,5650,109.55,36.518,5.155
Hospitalizations,Essex,2000-2002,AgeGroup,35+,Total,,94.865,31.6218,231,102.47,34.156,0.211
Hospitalizations,Essex,2000-2018,AgeGroup,35+,Total,,449.406,23.653,1244,522.17,27.483,0.179
Hospitalizations,Essex,2001-2003,AgeGroup,35+,Total,,91.032,30.3441,227,99.49,33.162,0.207
Hospitalizations,Essex,2002-2004,AgeGroup,35+,Total,,84.88,28.2934,216,93.46,31.154,0.197
Hospitalizations,Essex,2003-2005,AgeGroup,35+,Total,,74.024,24.6748,191,81.7,27.233,0.174
Hospitalizations,Essex,2004-2006,AgeGroup,35+,Total,,71.131,23.7103,186,78.69,26.23,0.17
Hospitalizations,Essex,2005-2007,AgeGroup,35+,Total,,69.155,23.0516,184,77.17,25.725,0.168
Hospitalizations,Essex,2006-2008,AgeGroup,35+,Total,,63.255,21.085,173,72.02,24.008,0.158
Hospitalizations,Essex,2007-2009,AgeGroup,35+,Total,,68.623,22.8744,191,79.1,26.367,0.174
Hospitalizations,Essex,2008-2010,AgeGroup,35+,Total,,75.076,25.0253,210,86.54,28.848,0.192
Hospitalizations,Essex,2009-2011,AgeGroup,35+,Total,,70.909,23.6363,201,82.47,27.491,0.184
Hospitalizations,Essex,2010-2012,AgeGroup,35+,Total,,68.099,22.6997,195,79.88,26.627,0.178
Hospitalizations,Essex,2011-2013,AgeGroup,35+,Total,,62.543,20.8476,184,75.48,25.16,0.168
Hospitalizations,Essex,2012-2014,AgeGroup,35+,Total,,78.309,26.103,226,92.97,30.99,0.206
Hospitalizations,Essex,2013-2015,AgeGroup,35+,Total,,74.31,24.7698,218,89.94,29.98,0.199
Hospitalizations,Essex,2014-2016,AgeGroup,35+,Total,,74.572,24.8574,218,90.06,30.021,0.199
Hospitalizations,Essex,2015-2017,AgeGroup,35+,Total,,61.648,20.5494,186,76.89,25.63,0.17
Hospitalizations,Essex,2016-2018,AgeGroup,35+,Total,,51.691,17.2305,155,64.04,21.347,0.141
Hospitalizations,Franklin,2000-2002,AgeGroup,35+,Total,,125.334,41.7779,331,122.46,40.82,0.302
Hospitalizations,Franklin,2000-2018,AgeGroup,35+,Total,,671.754,35.3555,1969,699.99,36.842,0.284
Hospitalizations,Franklin,2001-2003,AgeGroup,35+,Total,,124.716,41.5722,334,122.59,40.862,0.305
Hospitalizations,Franklin,2002-2004,AgeGroup,35+,Total,,110.741,36.9136,301,109.57,36.524,0.275
Hospitalizations,Franklin,2003-2005,AgeGroup,35+,Total,,96.491,32.1638,263,94.92,31.639,0.24
Hospitalizations,Franklin,2004-2006,AgeGroup,35+,Total,,88.985,29.6616,245,87.59,29.198,0.224
Hospitalizations,Franklin,2005-2007,AgeGroup,35+,Total,,95.133,31.7109,264,93.53,31.175,0.241
Hospitalizations,Franklin,2006-2008,AgeGroup,35+,Total,,92.124,30.7078,261,91.79,30.598,0.238
Hospitalizations,Franklin,2007-2009,AgeGroup,35+,Total,,91.296,30.4321,264,92.64,30.879,0.241
Hospitalizations,Franklin,2008-2010,AgeGroup,35+,Total,,88.06,29.3533,259,90.89,30.298,0.236
Hospitalizations,Franklin,2009-2011,AgeGroup,35+,Total,,82.789,27.5962,247,86.88,28.961,0.226
Hospitalizations,Franklin,2010-2012,AgeGroup,35+,Total,,96.076,32.0253,284,99.73,33.242,0.259
Hospitalizations,Franklin,2011-2013,AgeGroup,35+,Total,,104.144,34.7146,311,109.26,36.42,0.284
Hospitalizations,Franklin,2012-2014,AgeGroup,35+,Total,,125.485,41.8283,384,134.66,44.886,0.35
Hospitalizations,Franklin,2013-2015,AgeGroup,35+,Total,,126.212,42.0705,396,139.23,46.41,0.362
Hospitalizations,Franklin,2014-2016,AgeGroup,35+,Total,,126.75,42.2501,405,141.98,47.325,0.37
Hospitalizations,Franklin,2015-2017,AgeGroup,35+,Total,,120.957,40.319,392,137.45,45.816,0.358
Hospitalizations,Franklin,2016-2018,AgeGroup,35+,Total,,105.8,35.2666,346,121.1,40.365,0.316
Hospitalizations,Fulton,2000-2002,AgeGroup,35+,Total,,175.986,58.6621,599,194.38,64.792,0.547
Hospitalizations,Fulton,2000-2018,AgeGroup,35+,Total,,819.938,43.1546,2992,937.64,49.349,0.431
Hospitalizations,Fulton,2001-2003,AgeGroup,35+,Total,,154.576,51.5253,534,172.04,57.347,0.488
Hospitalizations,Fulton,2002-2004,AgeGroup,35+,Total,,147.548,49.1827,516,164.9,54.968,0.471
Hospitalizations,Fulton,2003-2005,AgeGroup,35+,Total,,137.964,45.9878,490,155.2,51.733,0.447
Hospitalizations,Fulton,2004-2006,AgeGroup,35+,Total,,127.253,42.4175,455,142.91,47.638,0.415
Hospitalizations,Fulton,2005-2007,AgeGroup,35+,Total,,112.924,37.6414,403,125.62,41.875,0.368
Hospitalizations,Fulton,2006-2008,AgeGroup,35+,Total,,117.508,39.1695,420,130.29,43.431,0.383
Hospitalizations,Fulton,2007-2009,AgeGroup,35+,Total,,128.897,42.9657,465,143.82,47.94,0.424
Hospitalizations,Fulton,2008-2010,AgeGroup,35+,Total,,135.593,45.1976,494,152.46,50.821,0.451
Hospitalizations,Fulton,2009-2011,AgeGroup,35+,Total,,135.694,45.2313,500,154.36,51.455,0.457
Hospitalizations,Fulton,2010-2012,AgeGroup,35+,Total,,129.452,43.1508,479,148.12,49.372,0.437
Hospitalizations,Fulton,2011-2013,AgeGroup,35+,Total,,119.737,39.9124,452,140.26,46.755,0.412
Hospitalizations,Fulton,2012-2014,AgeGroup,35+,Total,,105.649,35.2164,399,124.14,41.381,0.364
Hospitalizations,Fulton,2013-2015,AgeGroup,35+,Total,,103.307,34.4356,397,123.67,41.223,0.363
Hospitalizations,Fulton,2014-2016,AgeGroup,35+,Total,,111.345,37.115,423,131.83,43.942,0.386
Hospitalizations,Fulton,2015-2017,AgeGroup,35+,Total,,116.039,38.6798,437,135.84,45.281,0.399
Hospitalizations,Fulton,2016-2018,AgeGroup,35+,Total,,117.599,39.1997,438,135.89,45.298,0.4
Hospitalizations,Genesee,2000-2002,AgeGroup,35+,Total,,153.893,51.2976,538,163.4,54.468,0.491
Hospitalizations,Genesee,2000-2018,AgeGroup,35+,Total,,736.597,38.7682,2824,830.52,43.712,0.407
Hospitalizations,Genesee,2001-2003,AgeGroup,35+,Total,,141.619,47.2063,499,150.61,50.204,0.456
Hospitalizations,Genesee,2002-2004,AgeGroup,35+,Total,,142.464,47.4879,507,151.94,50.647,0.463
Hospitalizations,Genesee,2003-2005,AgeGroup,35+,Total,,134.806,44.9354,485,144.23,48.078,0.443
Hospitalizations,Genesee,2004-2006,AgeGroup,35+,Total,,121.451,40.4838,446,131.57,43.855,0.407
Hospitalizations,Genesee,2005-2007,AgeGroup,35+,Total,,105.256,35.0853,394,115.35,38.449,0.36
Hospitalizations,Genesee,2006-2008,AgeGroup,35+,Total,,102.779,34.2596,393,114.41,38.138,0.359
Hospitalizations,Genesee,2007-2009,AgeGroup,35+,Total,,101.31,33.7699,393,113.87,37.957,0.359
Hospitalizations,Genesee,2008-2010,AgeGroup,35+,Total,,102.691,34.2302,400,115.56,38.52,0.365
Hospitalizations,Genesee,2009-2011,AgeGroup,35+,Total,,100.603,33.5345,394,113.79,37.928,0.36
Hospitalizations,Genesee,2010-2012,AgeGroup,35+,Total,,105.738,35.2461,417,120.55,40.182,0.38
Hospitalizations,Genesee,2011-2013,AgeGroup,35+,Total,,106.517,35.5056,430,124.68,41.561,0.392
Hospitalizations,Genesee,2012-2014,AgeGroup,35+,Total,,109.173,36.3911,441,128.21,42.737,0.402
Hospitalizations,Genesee,2013-2015,AgeGroup,35+,Total,,104.913,34.9711,422,123.08,41.026,0.385
Hospitalizations,Genesee,2014-2016,AgeGroup,35+,Total,,100.124,33.3748,400,116.97,38.989,0.365
Hospitalizations,Genesee,2015-2017,AgeGroup,35+,Total,,103.747,34.5823,413,121.07,40.355,0.377
Hospitalizations,Genesee,2016-2018,AgeGroup,35+,Total,,109.204,36.4012,441,129.63,43.212,0.402
Hospitalizations,Greene,2000-2002,AgeGroup,35+,Total,,138.81,46.27,417,152.95,50.983,0.38
Hospitalizations,Greene,2000-2018,AgeGroup,35+,Total,,642.688,33.8257,2174,743.89,39.152,0.313
Hospitalizations,Greene,2001-2003,AgeGroup,35+,Total,,138.185,46.0618,423,153.13,51.043,0.386
Hospitalizations,Greene,2002-2004,AgeGroup,35+,Total,,136.431,45.477,425,151.45,50.483,0.388
Hospitalizations,Greene,2003-2005,AgeGroup,35+,Total,,122.79,40.9299,389,136.56,45.521,0.355
Hospitalizations,Greene,2004-2006,AgeGroup,35+,Total,,114.949,38.3163,369,127.52,42.506,0.337
Hospitalizations,Greene,2005-2007,AgeGroup,35+,Total,,102.971,34.3237,334,113.89,37.963,0.305
Hospitalizations,Greene,2006-2008,AgeGroup,35+,Total,,107.135,35.7118,353,119.02,39.674,0.322
Hospitalizations,Greene,2007-2009,AgeGroup,35+,Total,,107.593,35.8643,358,119.76,39.921,0.327
Hospitalizations,Greene,2008-2010,AgeGroup,35+,Total,,105.542,35.1808,355,118.11,39.37,0.324
Hospitalizations,Greene,2009-2011,AgeGroup,35+,Total,,95.795,31.9316,322,106.9,35.632,0.294
Hospitalizations,Greene,2010-2012,AgeGroup,35+,Total,,84.914,28.3046,290,96.38,32.125,0.265
Hospitalizations,Greene,2011-2013,AgeGroup,35+,Total,,84.799,28.2663,294,97.9,32.634,0.268
Hospitalizations,Greene,2012-2014,AgeGroup,35+,Total,,84.954,28.3179,303,101.21,33.736,0.276
Hospitalizations,Greene,2013-2015,AgeGroup,35+,Total,,84.073,28.0243,305,102.15,34.05,0.279
Hospitalizations,Greene,2014-2016,AgeGroup,35+,Total,,80.003,26.6676,296,99.5,33.166,0.27
Hospitalizations,Greene,2015-2017,AgeGroup,35+,Total,,82.258,27.4194,307,103.39,34.462,0.28
Hospitalizations,Greene,2016-2018,AgeGroup,35+,Total,,79.527,26.509,296,99.66,33.22,0.27
Hospitalizations,Hamilton,2000-2002,AgeGroup,35+,Total,,116.35,38.7834,48,137.67,45.889,0.044
Hospitalizations,Hamilton,2000-2018,AgeGroup,35+,Total,,558.988,29.4204,228,665.15,35.008,0.033
Hospitalizations,Hamilton,2001-2003,AgeGroup,35+,Total,,111.322,37.1073,44,126.41,42.138,0.04
Hospitalizations,Hamilton,2002-2004,AgeGroup,35+,Total,,100.793,33.5976,40,114.68,38.226,0.036
Hospitalizations,Hamilton,2003-2005,AgeGroup,35+,Total,,83.412,27.8039,33,94.15,31.384,0.03
Hospitalizations,Hamilton,2004-2006,AgeGroup,35+,Total,,86.571,28.8571,33,94.29,31.429,0.03
Hospitalizations,Hamilton,2005-2007,AgeGroup,35+,Total,,101.688,33.8959,37,105.89,35.295,0.034
Hospitalizations,Hamilton,2006-2008,AgeGroup,35+,Total,,116.775,38.9248,45,129.14,43.046,0.041
Hospitalizations,Hamilton,2007-2009,AgeGroup,35+,Total,,115.149,38.3831,46,132.72,44.239,0.042
Hospitalizations,Hamilton,2008-2010,AgeGroup,35+,Total,,102.924,34.3079,43,124.53,41.51,0.039
Hospitalizations,Hamilton,2009-2011,AgeGroup,35+,Total,,82.755,27.5851,34,99.13,33.045,0.031
Hospitalizations,Hamilton,2010-2012,AgeGroup,35+,Total,,72.685,24.2284,29,84.78,28.26,0.026
Hospitalizations,Hamilton,2011-2013,AgeGroup,35+,Total,,68.588,22.8627,30,88.18,29.394,0.027
Hospitalizations,Hamilton,2012-2014,AgeGroup,35+,Total,,70.072,23.3572,30,88.52,29.507,0.027
Hospitalizations,Hamilton,2013-2015,AgeGroup,35+,Total,,69.186,23.0619,29,85.74,28.58,0.026
Hospitalizations,Hamilton,2014-2016,AgeGroup,35+,Total,,76.216,25.4055,29,86.42,28.807,0.026
Hospitalizations,Hamilton,2015-2017,AgeGroup,35+,Total,,67.252,22.4173,28,84.19,28.065,0.026
Hospitalizations,Hamilton,2016-2018,AgeGroup,35+,Total,,66.808,22.2695,30,91.21,30.404,0.027
Hospitalizations,Herkimer,2000-2002,AgeGroup,35+,Total,,140.873,46.9578,583,161.08,53.692,0.532
Hospitalizations,Herkimer,2000-2018,AgeGroup,35+,Total,,596.373,31.388,2615,706.84,37.202,0.377
Hospitalizations,Herkimer,2001-2003,AgeGroup,35+,Total,,134.142,44.7141,557,153.44,51.146,0.509
Hospitalizations,Herkimer,2002-2004,AgeGroup,35+,Total,,116.635,38.8783,490,134.35,44.783,0.447
Hospitalizations,Herkimer,2003-2005,AgeGroup,35+,Total,,101.223,33.741,432,117.82,39.272,0.394
Hospitalizations,Herkimer,2004-2006,AgeGroup,35+,Total,,99.019,33.0064,424,115.13,38.377,0.387
Hospitalizations,Herkimer,2005-2007,AgeGroup,35+,Total,,93.501,31.1671,404,109.23,36.409,0.369
Hospitalizations,Herkimer,2006-2008,AgeGroup,35+,Total,,89.131,29.7103,386,103.83,34.609,0.352
Hospitalizations,Herkimer,2007-2009,AgeGroup,35+,Total,,83.543,27.8478,362,96.82,32.273,0.33
Hospitalizations,Herkimer,2008-2010,AgeGroup,35+,Total,,80.924,26.9748,355,94.62,31.541,0.324
Hospitalizations,Herkimer,2009-2011,AgeGroup,35+,Total,,81.694,27.2312,363,96.63,32.21,0.332
Hospitalizations,Herkimer,2010-2012,AgeGroup,35+,Total,,81.629,27.2097,367,97.69,32.565,0.335
Hospitalizations,Herkimer,2011-2013,AgeGroup,35+,Total,,83.225,27.7418,374,99.72,33.241,0.341
Hospitalizations,Herkimer,2012-2014,AgeGroup,35+,Total,,84.293,28.0977,379,101.34,33.78,0.346
Hospitalizations,Herkimer,2013-2015,AgeGroup,35+,Total,,83.789,27.9297,372,99.89,33.295,0.34
Hospitalizations,Herkimer,2014-2016,AgeGroup,35+,Total,,81.907,27.3023,370,99.76,33.253,0.338
Hospitalizations,Herkimer,2015-2017,AgeGroup,35+,Total,,75.492,25.1638,349,94.35,31.451,0.318
Hospitalizations,Herkimer,2016-2018,AgeGroup,35+,Total,,75.566,25.1888,347,93.92,31.308,0.317
Hospitalizations,Jefferson,2000-2002,AgeGroup,35+,Total,,142.712,47.5707,730,140.33,46.776,0.666
Hospitalizations,Jefferson,2000-2018,AgeGroup,35+,Total,,718.573,37.8196,3965,745.79,39.252,0.571
Hospitalizations,Jefferson,2001-2003,AgeGroup,35+,Total,,148.388,49.4626,767,146.96,48.987,0.7
Hospitalizations,Jefferson,2002-2004,AgeGroup,35+,Total,,143.187,47.7288,748,142.72,47.574,0.682
Hospitalizations,Jefferson,2003-2005,AgeGroup,35+,Total,,132.846,44.282,701,132.74,44.247,0.64
Hospitalizations,Jefferson,2004-2006,AgeGroup,35+,Total,,126.162,42.054,676,126.72,42.242,0.617
Hospitalizations,Jefferson,2005-2007,AgeGroup,35+,Total,,119.262,39.7539,651,120.61,40.204,0.595
Hospitalizations,Jefferson,2006-2008,AgeGroup,35+,Total,,115.79,38.5968,643,118.48,39.492,0.587
Hospitalizations,Jefferson,2007-2009,AgeGroup,35+,Total,,110.509,36.8365,611,112.24,37.415,0.557
Hospitalizations,Jefferson,2008-2010,AgeGroup,35+,Total,,115.062,38.3542,635,116.67,38.889,0.579
Hospitalizations,Jefferson,2009-2011,AgeGroup,35+,Total,,107.649,35.8831,595,109.65,36.55,0.543
Hospitalizations,Jefferson,2010-2012,AgeGroup,35+,Total,,109.022,36.3407,613,113.39,37.798,0.559
Hospitalizations,Jefferson,2011-2013,AgeGroup,35+,Total,,107.567,35.8556,606,112.95,37.651,0.553
Hospitalizations,Jefferson,2012-2014,AgeGroup,35+,Total,,104.034,34.6781,592,110.88,36.962,0.54
Hospitalizations,Jefferson,2013-2015,AgeGroup,35+,Total,,94.24,31.4133,537,101.15,33.716,0.49
Hospitalizations,Jefferson,2014-2016,AgeGroup,35+,Total,,87.429,29.1431,509,96.33,32.11,0.464
Hospitalizations,Jefferson,2015-2017,AgeGroup,35+,Total,,90.369,30.1231,523,99.47,33.156,0.477
Hospitalizations,Jefferson,2016-2018,AgeGroup,35+,Total,,92.116,30.7054,541,103.36,34.452,0.494
Hospitalizations,Kings,2000-2002,AgeGroup,35+,Total,,114.872,38.2907,13446,114.57,38.19,12.268
Hospitalizations,Kings,2000-2018,AgeGroup,35+,Total,,604.706,31.8267,76738,623.41,32.811,11.057
Hospitalizations,Kings,2001-2003,AgeGroup,35+,Total,,119.88,39.96,14159,119.87,39.958,12.931
Hospitalizations,Kings,2002-2004,AgeGroup,35+,Total,,124.515,41.5051,14801,124.84,41.613,13.505
Hospitalizations,Kings,2003-2005,AgeGroup,35+,Total,,125.311,41.7705,14968,125.98,41.994,13.657
Hospitalizations,Kings,2004-2006,AgeGroup,35+,Total,,118.88,39.6268,14242,119.78,39.928,12.995
Hospitalizations,Kings,2005-2007,AgeGroup,35+,Total,,107.875,35.9582,12999,109.18,36.393,11.871
Hospitalizations,Kings,2006-2008,AgeGroup,35+,Total,,100.532,33.5107,12169,101.93,33.977,11.103
Hospitalizations,Kings,2007-2009,AgeGroup,35+,Total,,98.007,32.6691,11985,99.76,33.255,10.935
Hospitalizations,Kings,2008-2010,AgeGroup,35+,Total,,96.436,32.1455,11930,98.47,32.824,10.885
Hospitalizations,Kings,2009-2011,AgeGroup,35+,Total,,91.934,30.6446,11562,94.38,31.461,10.559
Hospitalizations,Kings,2010-2012,AgeGroup,35+,Total,,88.364,29.4548,11317,91.2,30.4,10.326
Hospitalizations,Kings,2011-2013,AgeGroup,35+,Total,,84.03,28.0099,11000,87.47,29.156,10.036
Hospitalizations,Kings,2012-2014,AgeGroup,35+,Total,,81.161,27.0538,10835,85.11,28.37,9.886
Hospitalizations,Kings,2013-2015,AgeGroup,35+,Total,,78.556,26.1852,10668,82.9,27.634,9.742
Hospitalizations,Kings,2014-2016,AgeGroup,35+,Total,,77.578,25.8594,10686,82.32,27.439,9.75
Hospitalizations,Kings,2015-2017,AgeGroup,35+,Total,,74.34,24.7802,10354,79.3,26.434,9.447
Hospitalizations,Kings,2016-2018,AgeGroup,35+,Total,,71.8,23.9334,10106,77.21,25.735,9.221
Hospitalizations,Lewis,2000-2002,AgeGroup,35+,Total,,121.471,40.4903,179,124.7,41.565,0.163
Hospitalizations,Lewis,2000-2018,AgeGroup,35+,Total,,606.885,31.9413,1010,673.47,35.446,0.146
Hospitalizations,Lewis,2001-2003,AgeGroup,35+,Total,,129.587,43.1957,195,134.9,44.968,0.178
Hospitalizations,Lewis,2002-2004,AgeGroup,35+,Total,,123.97,41.3235,189,129.91,43.303,0.172
Hospitalizations,Lewis,2003-2005,AgeGroup,35+,Total,,104.061,34.687,162,110.47,36.824,0.148
Hospitalizations,Lewis,2004-2006,AgeGroup,35+,Total,,97.146,32.3821,153,103.53,34.511,0.14
Hospitalizations,Lewis,2005-2007,AgeGroup,35+,Total,,97.916,32.6385,157,105.34,35.114,0.143
Hospitalizations,Lewis,2006-2008,AgeGroup,35+,Total,,90.245,30.0816,147,97.93,32.645,0.134
Hospitalizations,Lewis,2007-2009,AgeGroup,35+,Total,,94.758,31.5861,157,103.99,34.665,0.143
Hospitalizations,Lewis,2008-2010,AgeGroup,35+,Total,,94.715,31.5715,155,102.31,34.103,0.141
Hospitalizations,Lewis,2009-2011,AgeGroup,35+,Total,,101.525,33.8418,167,109.92,36.64,0.153
Hospitalizations,Lewis,2010-2012,AgeGroup,35+,Total,,95.987,31.9958,159,104.46,34.82,0.145
Hospitalizations,Lewis,2011-2013,AgeGroup,35+,Total,,100.686,33.5619,173,113.39,37.795,0.158
Hospitalizations,Lewis,2012-2014,AgeGroup,35+,Total,,99.009,33.0029,172,112.33,37.443,0.157
Hospitalizations,Lewis,2013-2015,AgeGroup,35+,Total,,88.968,29.6559,156,101.76,33.921,0.142
Hospitalizations,Lewis,2014-2016,AgeGroup,35+,Total,,78.96,26.3201,143,93.21,31.069,0.13
Hospitalizations,Lewis,2015-2017,AgeGroup,35+,Total,,71.465,23.8217,130,84.8,28.266,0.119
Hospitalizations,Lewis,2016-2018,AgeGroup,35+,Total,,78.178,26.0592,139,90.59,30.196,0.127
Hospitalizations,Livingston,2000-2002,AgeGroup,35+,Total,,167.739,55.9129,526,158.92,52.973,0.48
Hospitalizations,Livingston,2000-2018,AgeGroup,35+,Total,,613.349,32.2815,2300,655.82,34.517,0.331
Hospitalizations,Livingston,2001-2003,AgeGroup,35+,Total,,149.62,49.8733,480,143.37,47.791,0.438
Hospitalizations,Livingston,2002-2004,AgeGroup,35+,Total,,132.065,44.0216,435,128.37,42.789,0.397
Hospitalizations,Livingston,2003-2005,AgeGroup,35+,Total,,119.001,39.6669,403,117.43,39.145,0.368
Hospitalizations,Livingston,2004-2006,AgeGroup,35+,Total,,106.106,35.3686,369,106.19,35.395,0.337
Hospitalizations,Livingston,2005-2007,AgeGroup,35+,Total,,107.523,35.8411,381,108.42,36.14,0.348
Hospitalizations,Livingston,2006-2008,AgeGroup,35+,Total,,91.252,30.4173,332,93.45,31.151,0.303
Hospitalizations,Livingston,2007-2009,AgeGroup,35+,Total,,90.247,30.0824,334,93.28,31.093,0.305
Hospitalizations,Livingston,2008-2010,AgeGroup,35+,Total,,82.486,27.4954,314,87.39,29.131,0.286
Hospitalizations,Livingston,2009-2011,AgeGroup,35+,Total,,82.204,27.4012,318,88.67,29.555,0.29
Hospitalizations,Livingston,2010-2012,AgeGroup,35+,Total,,78.916,26.3052,310,86.68,28.893,0.283
Hospitalizations,Livingston,2011-2013,AgeGroup,35+,Total,,78.385,26.1285,312,87.41,29.136,0.285
Hospitalizations,Livingston,2012-2014,AgeGroup,35+,Total,,75.455,25.1515,306,85.71,28.57,0.279
Hospitalizations,Livingston,2013-2015,AgeGroup,35+,Total,,74.662,24.8873,311,87.07,29.023,0.284
Hospitalizations,Livingston,2014-2016,AgeGroup,35+,Total,,71.032,23.6774,297,83.14,27.714,0.271
Hospitalizations,Livingston,2015-2017,AgeGroup,35+,Total,,73.331,24.4437,306,85.71,28.569,0.279
Hospitalizations,Livingston,2016-2018,AgeGroup,35+,Total,,72.251,24.0837,306,85.74,28.581,0.279
Hospitalizations,Madison,2000-2002,AgeGroup,35+,Total,,120.735,40.2449,439,120.42,40.14,0.401
Hospitalizations,Madison,2000-2018,AgeGroup,35+,Total,,525.187,27.6414,2227,568.22,29.906,0.321
Hospitalizations,Madison,2001-2003,AgeGroup,35+,Total,,115.523,38.5075,430,116.23,38.742,0.393
Hospitalizations,Madison,2002-2004,AgeGroup,35+,Total,,113.625,37.875,431,115.08,38.36,0.393
Hospitalizations,Madison,2003-2005,AgeGroup,35+,Total,,103.728,34.5759,398,105.08,35.027,0.363
Hospitalizations,Madison,2004-2006,AgeGroup,35+,Total,,98.159,32.7196,383,99.95,33.317,0.349
Hospitalizations,Madison,2005-2007,AgeGroup,35+,Total,,87.479,29.1595,349,89.87,29.957,0.319
Hospitalizations,Madison,2006-2008,AgeGroup,35+,Total,,85.762,28.5874,352,89.59,29.864,0.321
Hospitalizations,Madison,2007-2009,AgeGroup,35+,Total,,79.898,26.6327,334,84.27,28.089,0.305
